Network,SchoolID,EducationalUnit,EduUnit,Total,White_No,White_Pct,AfricanAmerican_No,AfricanAmerican_Pct,PacificIslanderRetired_No,PacificIslanderRetired_Pct,NativeAmerican_No,NativeAmerican_Pct,Hispanic_No,Hispanic_Pct,MulitRacial_No,MulitRacial_Pct,Asian_No,Asian_Pct,Hawaiian_No,Hawaiian_Pct,NotAvailable_No,NotAvailable_Pct
AUSL,610543,Solorio HS,SOLORIO HS,"1,068",17,1.6,41,3.8,0,0,6,0.6,"1,002",93.8,1,0.1,1,0.1,0,0,0,0
Network 6,609990,South Loop,SOUTH LOOP,867,237,27.3,393,45.3,0,0,1,0.1,83,9.6,33,3.8,100,11.5,20,2.3,0,0
Network 12,610530,South Shore,SOUTH SHORE,503,0,0,487,96.8,0,0,0,0,6,1.2,6,1.2,1,0.2,0,0,3,0.6
Network 12,610547,South Shore Intl HS,SOUTH SHORE INTL HS,572,1,0.2,550,96.2,0,0,0,0,16,2.8,3,0.5,1,0.2,1,0.2,0,0
Network 11,609745,Southside Occp HS,SOUTHSIDE OCCP HS,228,7,3.1,175,76.8,0,0,0,0,44,19.3,0,0,0,0,2,0.9,0,0
Network 3,610183,Spencer,SPENCER,864,1,0.1,852,98.6,0,0,0,0,11,1.3,0,0,0,0,0,0,0,0
Network 7,610184,Spry,SPRY,734,6,0.8,1,0.1,0,0,0,0,716,97.5,0,0,0,0,0,0,11,1.5
Network 7,610357,Spry Comm Links HS,SPRY COMM LINKS HS,189,1,0.5,2,1.1,0,0,0,0,186,98.4,0,0,0,0,0,0,0,0
AUSL,610339,Stagg,STAGG,589,1,0.2,580,98.5,0,0,0,0,5,0.8,1,0.2,2,0.3,0,0,0,0
Network 3,609732,Steinmetz HS,STEINMETZ HS,"1,809",191,10.6,227,12.5,0,0,14,0.8,"1,331",73.6,6,0.3,36,2,1,0.1,3,0.2
Network 6,610548,STEM Elementary,STEM ELEMENTARY,334,60,18,109,32.6,0,0,0,0,90,26.9,9,2.7,63,18.9,3,0.9,0,0
Network 10,610185,Stevenson,STEVENSON,"1,264",57,4.5,68,5.4,0,0,5,0.4,"1,126",89.1,3,0.2,3,0.2,1,0.1,1,0.1
Network 1,610163,Stock,STOCK,241,125,51.9,7,2.9,0,0,1,0.4,34,14.1,2,0.8,10,4.1,1,0.4,61,25.3
Network 2,610191,Stone Magnet,STONE MAGNET,634,220,34.7,116,18.3,0,0,2,0.3,122,19.2,26,4.1,146,23,2,0.3,0,0
Network 5,610192,Stowe,STOWE,794,7,0.9,50,6.3,0,0,4,0.5,721,90.8,4,0.5,0,0,0,0,8,1
Network 6,610405,Suder Montessori,SUDER MONTESSORI,417,70,16.8,253,60.7,0,0,1,0.2,52,12.5,15,3.6,19,4.6,0,0,7,1.7
Network 12,610193,Sullivan,SULLIVAN,502,6,1.2,364,72.5,0,0,0,0,126,25.1,5,1,0,0,1,0.2,0,0
Network 2,609733,Sullivan HS,SULLIVAN HS,708,31,4.4,305,43.1,0,0,4,0.6,263,37.1,11,1.6,92,13,2,0.3,0,0
Network 5,610194,Sumner,SUMNER,417,0,0,411,98.6,0,0,0,0,4,1,0,0,1,0.2,1,0.2,0,0
Network 10,610195,Sutherland,SUTHERLAND,737,296,40.2,383,52,0,0,1,0.1,41,5.6,13,1.8,3,0.4,0,0,0,0
Network 2,610196,Swift,SWIFT,696,114,16.4,229,32.9,0,0,7,1,227,32.6,25,3.6,92,13.2,2,0.3,0,0
Network 1,609734,Taft HS,TAFT HS,"3,195","1,534",48,67,2.1,4,0.1,9,0.3,"1,270",39.7,58,1.8,244,7.6,3,0.1,6,0.2
Network 6,610197,Talcott,TALCOTT,535,40,7.5,33,6.2,0,0,1,0.2,445,83.2,12,2.2,4,0.7,0,0,0,0
Network 8,610249,Talman,TALMAN,419,1,0.2,5,1.2,0,0,1,0.2,411,98.1,0,0,0,0,0,0,1,0.2
Network 12,610279,Tanner,TANNER,404,1,0.2,396,98,0,0,0,0,2,0.5,2,0.5,0,0,0,0,3,0.7
AUSL,610396,Tarkington,TARKINGTON,"1,056",4,0.4,213,20.2,0,0,7,0.7,823,77.9,9,0.9,0,0,0,0,0,0
Network 13,610198,Taylor,TAYLOR,590,5,0.8,57,9.7,0,0,5,0.8,521,88.3,2,0.3,0,0,0,0,0,0
Network 11,610506,TEAM HS,TEAM HS,407,0,0,398,97.8,0,0,1,0.2,8,2,0,0,0,0,0,0,0,0
OS4,609921,Telpochcalli,TELPOCHCALLI,308,2,0.6,5,1.6,0,0,0,0,299,97.1,2,0.6,0,0,0,0,0,0
Network 8,610504,Thomas,THOMAS,176,10,5.7,5,2.8,0,0,1,0.6,150,85.2,2,1.1,5,2.8,0,0,3,1.7
Network 12,610200,Thorp J. N.,THORP J. N.,413,4,1,319,77.2,0,0,1,0.2,89,21.5,0,0,0,0,0,0,0,0
Network 1,610201,Thorp O. A. Magnet,THORP O. A. MAGNET,846,249,29.4,105,12.4,0,0,10,1.2,335,39.6,32,3.8,66,7.8,3,0.4,46,5.4
OS4,609735,Tilden HS,TILDEN HS,345,27,7.8,232,67.2,0,0,0,0,72,20.9,5,1.4,6,1.7,0,0,3,0.9
Network 9,610065,Till,TILL,421,0,0,415,98.6,0,0,0,0,1,0.2,0,0,0,0,1,0.2,4,1
Network 5,610202,Tilton,TILTON,448,0,0,434,96.9,0,0,0,0,4,0.9,2,0.4,0,0,0,0,8,1.8
Network 8,610203,Tonti,TONTI,"1,084",10,0.9,21,1.9,0,0,4,0.4,"1,035",95.5,3,0.3,1,0.1,0,0,10,0.9
Network 11,609895,Turner-Drew Magnet,TURNER-DREW MAGNET,373,0,0,360,96.5,0,0,1,0.3,11,2.9,1,0.3,0,0,0,0,0,0
Network 10,610206,Twain,TWAIN,"1,201",231,19.2,10,0.8,0,0,2,0.2,943,78.5,10,0.8,5,0.4,0,0,0,0
Charter,400075,U Of C Chtr - Donoghue,U OF C CHTR - DONOGHUE,550,0,0,527,95.8,0,0,1,0.2,3,0.5,1,0.2,0,0,0,0,18,3.3
Charter,400076,U Of C Chtr - North Kenwood,U OF C CHTR - NORTH KENWOOD,340,7,2.1,319,93.8,0,0,0,0,6,1.8,1,0.3,0,0,0,0,7,2.1
Charter,400077,U Of C Chtr - Woodlawn,U OF C CHTR - WOODLAWN,634,1,0.2,619,97.6,0,0,0,0,3,0.5,5,0.8,0,0,1,0.2,5,0.8
Charter,400078,U of C Chtr - Woodson,U OF C CHTR - WOODSON,372,1,0.3,353,94.9,0,0,0,0,1,0.3,2,0.5,0,0,0,0,15,4
Charter,400153,UNO Chtr - 15th Campus,UNO CHTR - 15TH CAMPUS,380,1,0.3,5,1.3,0,0,0,0,372,97.9,0,0,0,0,0,0,2,0.5
Charter,400112,UNO Chtr - 51st Homan,UNO CHTR - 51ST HOMAN,573,4,0.7,0,0,0,0,4,0.7,557,97.2,0,0,0,0,0,0,8,1.4
Charter,400082,UNO Chtr - Fuentes,UNO CHTR - FUENTES,576,3,0.5,1,0.2,0,0,1,0.2,559,97,2,0.3,3,0.5,0,0,7,1.2
Charter,400101,UNO Chtr - Gage Park,UNO CHTR - GAGE PARK,555,0,0,4,0.7,0,0,2,0.4,524,94.4,0,0,0,0,0,0,25,4.5
Charter,400081,UNO Chtr - Las Casas,UNO CHTR - LAS CASAS,286,0,0,2,0.7,0,0,0,0,281,98.3,1,0.3,0,0,0,0,2,0.7
Charter,400085,UNO Chtr - Major Garcia,UNO CHTR - MAJOR GARCIA,648,6,0.9,3,0.5,0,0,4,0.6,627,96.8,0,0,1,0.2,1,0.2,6,0.9
Charter,400089,UNO Chtr - Marquez,UNO CHTR - MARQUEZ,575,0,0,3,0.5,0,0,1,0.2,543,94.4,0,0,0,0,0,0,28,4.9
Charter,400120,UNO Chtr - Near West,UNO CHTR - NEAR WEST,576,7,1.2,28,4.9,0,0,1,0.2,524,91,2,0.3,0,0,0,0,14,2.4
Charter,400121,UNO Chtr - Northside,UNO CHTR - NORTHSIDE,605,8,1.3,61,10.1,0,0,3,0.5,513,84.8,3,0.5,9,1.5,0,0,8,1.3
Charter,400083,UNO Chtr - Paz Interm,UNO CHTR - PAZ INTERM,429,2,0.5,32,7.5,0,0,2,0.5,370,86.2,0,0,0,0,0,0,23,5.4
Charter,400080,UNO Chtr - PFC Torres,UNO CHTR - PFC TORRES,636,4,0.6,7,1.1,0,0,1,0.2,598,94,1,0.2,0,0,0,0,25,3.9
Charter,400149,UNO Chtr - Soccer Acad,UNO CHTR - SOCCER ACAD,544,3,0.6,3,0.6,0,0,1,0.2,520,95.6,0,0,1,0.2,0,0,16,2.9
Charter,400079,UNO Chtr - SPC Zizumbo,UNO CHTR - SPC ZIZUMBO,638,9,1.4,1,0.2,0,0,3,0.5,579,90.8,0,0,0,0,0,0,46,7.2
Charter,400114,UNO Chtr - St Marks,UNO CHTR - ST MARKS,278,2,0.7,11,4,0,0,1,0.4,262,94.2,0,0,1,0.4,0,0,1,0.4
Charter,400084,UNO Chtr - Tamayo,UNO CHTR - TAMAYO,288,3,1,0,0,0,0,0,0,285,99,0,0,0,0,0,0,0,0
Network 2,610394,Uplift Community HS,UPLIFT COMMUNITY HS,354,10,2.8,285,80.5,0,0,0,0,42,11.9,7,2,8,2.3,0,0,2,0.6
Charter,400102,Urban Prep Acad - E Garfield HS,URBAN PREP ACAD - E GARFIELD HS,476,0,0,455,95.6,0,0,1,0.2,7,1.5,3,0.6,0,0,0,0,10,2.1
Charter,400105,Urban Prep Acad - So Shore HS,URBAN PREP ACAD - SO SHORE HS,502,0,0,490,97.6,0,0,0,0,9,1.8,2,0.4,0,0,0,0,1,0.2
Charter,400086,Urban Prep Chtr HS,URBAN PREP CHTR HS,449,0,0,401,89.3,0,0,0,0,1,0.2,3,0.7,0,0,0,0,44,9.8
Network 10,610207,Vanderpoel Magnet,VANDERPOEL MAGNET,298,1,0.3,291,97.7,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Network 1,609766,Vaughn Occp HS,VAUGHN OCCP HS,214,40,18.7,68,31.8,0,0,0,0,99,46.3,0,0,7,3.3,0,0,0,0
Network 10,609871,Vick EC Ctr,VICK EC CTR,348,147,42.2,50,14.4,0,0,0,0,137,39.4,5,1.4,2,0.6,1,0.3,6,1.7
Network 3,610518,VOISE HS,VOISE HS,341,0,0,314,92.1,0,0,1,0.3,24,7,2,0.6,0,0,0,0,0,0
Network 1,610209,Volta,VOLTA,"1,034",88,8.5,33,3.2,0,0,6,0.6,653,63.2,2,0.2,246,23.8,1,0.1,5,0.5
Network 1,609737,Von Steuben HS,VON STEUBEN HS,"1,666",316,19,194,11.6,0,0,10,0.6,883,53,30,1.8,227,13.6,4,0.2,2,0.1
Network 11,610366,Wacker,WACKER,245,0,0,245,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Network 9,610213,Wadsworth,WADSWORTH,522,1,0.2,517,99,0,0,1,0.2,2,0.4,0,0,0,0,0,0,1,0.2
Network 7,610216,Walsh,WALSH,450,7,1.6,29,6.4,0,0,1,0.2,407,90.4,1,0.2,4,0.9,0,0,1,0.2
Network 6,610217,Ward J.,WARD J.,519,22,4.2,115,22.2,0,0,3,0.6,64,12.3,6,1.2,308,59.3,0,0,1,0.2
Network 5,610133,Ward L.,WARD L.,674,2,0.3,648,96.1,0,0,1,0.1,18,2.7,4,0.6,0,0,0,0,1,0.1
Network 12,610218,Warren,WARREN,343,0,0,334,97.4,0,0,0,0,5,1.5,4,1.2,0,0,0,0,0,0
Network 13,610219,Washington G.,WASHINGTON G.,835,66,7.9,10,1.2,0,0,9,1.1,745,89.2,3,0.4,2,0.2,0,0,0,0
Network 13,609739,Washington G. HS,WASHINGTON G. HS,"1,563",94,6,110,7,1,0.1,17,1.1,"1,322",84.6,4,0.3,0,0,0,0,15,1
Network 12,610124,Washington H.,WASHINGTON H.,503,0,0,497,98.8,0,0,0,0,6,1.2,0,0,0,0,0,0,0,0
Network 2,610220,Waters,WATERS,670,301,44.9,22,3.3,0,0,1,0.1,268,40,34,5.1,19,2.8,11,1.6,14,2.1
Network 5,610221,Webster,WEBSTER,337,0,0,335,99.4,0,0,0,0,1,0.3,1,0.3,0,0,0,0,0,0
OS4,609740,Wells HS,WELLS HS,596,17,2.9,277,46.5,0,0,2,0.3,294,49.3,4,0.7,1,0.2,1,0.2,0,0
Network 9,610110,Wells Prep,WELLS PREP,490,0,0,420,85.7,0,0,0,0,9,1.8,0,0,0,0,0,0,61,12.4
Network 11,610223,Wentworth,WENTWORTH,611,0,0,598,97.9,0,0,2,0.3,7,1.1,2,0.3,0,0,0,0,2,0.3
Network 5,610100,West Park,WEST PARK,646,6,0.9,179,27.7,0,0,1,0.2,458,70.9,1,0.2,0,0,0,0,1,0.2
Network 11,610300,Westcott,WESTCOTT,420,0,0,401,95.5,0,0,1,0.2,11,2.6,2,0.5,0,0,0,0,5,1.2
Network 5,609693,Westinghouse HS,WESTINGHOUSE HS,"1,125",23,2,674,59.9,0,0,3,0.3,355,31.6,8,0.7,61,5.4,1,0.1,0,0
Network 13,610225,Whistler,WHISTLER,335,1,0.3,331,98.8,0,0,1,0.3,2,0.6,0,0,0,0,0,0,0,0
Network 13,610315,White,WHITE,183,0,0,180,98.4,0,0,0,0,2,1.1,1,0.5,0,0,0,0,0,0
Network 7,610227,Whitney,WHITNEY,"1,097",7,0.6,1,0.1,0,0,1,0.1,"1,054",96.1,3,0.3,0,0,1,0.1,30,2.7
Network 7,610228,Whittier,WHITTIER,348,4,1.1,0,0,0,0,0,0,344,98.9,0,0,0,0,0,0,0,0
Network 1,610230,Wildwood Magnet,WILDWOOD MAGNET,424,249,58.7,17,4,0,0,0,0,92,21.7,25,5.9,36,8.5,5,1.2,0,0
Network 9,610380,Williams Prep Med HS,WILLIAMS PREP MED HS,300,0,0,284,94.7,0,0,0,0,5,1.7,3,1,2,0.7,0,0,6,2
Network 9,609977,Woodlawn,WOODLAWN,230,0,0,227,98.7,0,0,0,0,0,0,3,1.3,0,0,0,0,0,0
Network 9,610345,Woodson South,WOODSON SOUTH,378,1,0.3,350,92.6,0,0,0,0,11,2.9,0,0,0,0,0,0,16,4.2
Network 7,610392,World Language HS,WORLD LANGUAGE HS,353,1,0.3,36,10.2,0,0,1,0.3,315,89.2,0,0,0,0,0,0,0,0
Network 2,610542,Wst Ridge,WST RIDGE,753,225,29.9,55,7.3,0,0,4,0.5,185,24.6,11,1.5,266,35.3,7,0.9,0,0
Network 5,610234,Yates,YATES,675,17,2.5,87,12.9,0,0,2,0.3,563,83.4,0,0,2,0.3,3,0.4,1,0.1
Charter,400134,YCCS Chtr - Addams,YCCS CHTR - ADDAMS,219,13,5.9,57,26,0,0,1,0.5,143,65.3,1,0.5,4,1.8,0,0,0,0
Charter,400125,YCCS Chtr - ASIPRA,YCCS CHTR - ASIPRA,168,7,4.2,3,1.8,0,0,0,0,157,93.5,1,0.6,0,0,0,0,0,0
Charter,400126,YCCS Chtr - Assoc. House,YCCS CHTR - ASSOC. HOUSE,155,3,1.9,42,27.1,0,0,0,0,108,69.7,1,0.6,1,0.6,0,0,0,0
Charter,400127,YCCS Chtr - Austin Career,YCCS CHTR - AUSTIN CAREER,187,0,0,178,95.2,0,0,0,0,6,3.2,2,1.1,1,0.5,0,0,0,0
Charter,400131,YCCS Chtr - Campos,YCCS CHTR - CAMPOS,170,4,2.4,27,15.9,0,0,0,0,133,78.2,1,0.6,1,0.6,0,0,4,2.4
Charter,400128,YCCS Chtr - CCA Academy,YCCS CHTR - CCA ACADEMY,190,0,0,186,97.9,0,0,1,0.5,3,1.6,0,0,0,0,0,0,0,0
Charter,400150,YCCS Chtr - Chatham Academy,YCCS CHTR - CHATHAM ACADEMY,181,0,0,177,97.8,0,0,0,0,2,1.1,2,1.1,0,0,0,0,0,0
Charter,400130,YCCS Chtr - Comm Youth Dev.,YCCS CHTR - COMM YOUTH DEV.,251,0,0,247,98.4,0,0,1,0.4,3,1.2,0,0,0,0,0,0,0,0
Charter,400136,YCCS Chtr - Harvey Middle,YCCS CHTR - HARVEY MIDDLE,186,2,1.1,173,93,0,0,1,0.5,10,5.4,0,0,0,0,0,0,0,0
Charter,400129,YCCS Chtr - Houston,YCCS CHTR - HOUSTON,144,0,0,143,99.3,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0
Charter,400133,YCCS Chtr - Innovations,YCCS CHTR - INNOVATIONS,303,2,0.7,279,92.1,0,0,0,0,18,5.9,3,1,1,0.3,0,0,0,0
Charter,400135,YCCS Chtr - Lation Youth,YCCS CHTR - LATION YOUTH,199,1,0.5,14,7,0,0,0,0,184,92.5,0,0,0,0,0,0,0,0
Charter,400124,YCCS Chtr - McKinley-Lakeside,YCCS CHTR - MCKINLEY-LAKESIDE,177,0,0,174,98.3,0,0,0,0,3,1.7,0,0,0,0,0,0,0,0
Charter,400123,YCCS Chtr - Scholastic,YCCS CHTR - SCHOLASTIC,198,0,0,198,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charter,400139,YCCS Chtr - Sullivan House,YCCS CHTR - SULLIVAN HOUSE,314,1,0.3,306,97.5,0,0,0,0,6,1.9,1,0.3,0,0,0,0,0,0
Charter,400141,YCCS Chtr - Truman Middle,YCCS CHTR - TRUMAN MIDDLE,212,26,12.3,75,35.4,0,0,2,0.9,100,47.2,3,1.4,4,1.9,2,0.9,0,0
Charter,400142,YCCS Chtr - Virtual,YCCS CHTR - VIRTUAL,172,8,4.7,116,67.4,0,0,0,0,45,26.2,2,1.2,0,0,0,0,1,0.6
Charter,400143,YCCS Chtr - West Town,YCCS CHTR - WEST TOWN,155,1,0.6,123,79.4,0,0,0,0,29,18.7,2,1.3,0,0,0,0,0,0
Charter,400144,YCCS Chtr - Westside Ldrshp,YCCS CHTR - WESTSIDE LDRSHP,185,1,0.5,164,88.6,0,0,0,0,19,10.3,1,0.5,0,0,0,0,0,0
Charter,400145,YCCS Chtr - Youth Connection,YCCS CHTR - YOUTH CONNECTION,250,0,0,246,98.4,0,0,0,0,3,1.2,1,0.4,0,0,0,0,0,0
Charter,400087,Yng Women Ldrshp Chrt,YNG WOMEN LDRSHP CHRT,331,11,3.3,276,83.4,0,0,2,0.6,19,5.7,4,1.2,0,0,0,0,19,5.7
Options,609748,York Alt HS,YORK ALT HS,342,5,1.5,278,81.3,0,0,4,1.2,55,16.1,0,0,0,0,0,0,0,0
Network 3,610235,Young,YOUNG,"1,085",5,0.5,953,87.8,0,0,4,0.4,97,8.9,6,0.6,1,0.1,3,0.3,16,1.5
Network 6,609755,Young Magnet HS,YOUNG MAGNET HS,"2,196",664,30.2,532,24.2,0,0,7,0.3,589,26.8,79,3.6,322,14.7,3,0.1,0,0
Network 7,609973,Zapata,ZAPATA,967,1,0.1,5,0.5,0,0,1,0.1,956,98.9,0,0,0,0,0,0,4,0.4
,,,,,,,,,,,,,,,,,,,,,,
Dsitrict Total,,,,"400,545","36,890",9.2,"159,134",39.7,53,0.013,"1,277",0.3,"181,169",45.2,"4,223",1.1,"13,924",3.5,587,0.1,"3,288",0.8
