SchoolID,SchoolName,FullName,CPSUnit,Network,SchoolID,EducationalUnit,EduUnit,Total,White_No,White_Pct,AfricanAmerican_No,AfricanAmerican_Pct,PacificIslanderRetired_No,PacificIslanderRetired_Pct,NativeAmerican_No,NativeAmerican_Pct,Hispanic_No,Hispanic_Pct,MulitRacial_No,MulitRacial_Pct,Asian_No,Asian_Pct,Hawaiian_No,Hawaiian_Pct,NotAvailable_No,NotAvailable_Pct,lat,lng
400010,Ace Technical Chtr HS,"Architecture, Construction, and Engineering(ACE)Technical Charter School",7950,Charter,400010,ACE Tech Chtr HS,ACE TECH CHTR HS,481,11,2.3,366,76.1,0,0,3,0.6,100,20.8,1,0.2,0,0,0,0,0,0,41.795972,-87.62630279999999
609772,Addams,Jane Addams Elementary School,2020,Network 13,609772,Addams,ADDAMS,866,19,2.2,12,1.4,0,0,0,0,831,96,3,0.3,1,0.1,0,0,0,0,41.6988814,-87.53289
609773,Agassiz,Louis A Agassiz Elementary School,2030,Network 4,609773,Agassiz,AGASSIZ,484,170,35.1,119,24.6,0,0,1,0.2,160,33.1,19,3.9,13,2.7,2,0.4,0,0,41.9339239,-87.6557787
610513,Air Force HS,Air Force Academy High School,1055,Military,610513,Air Force Acad HS,AIR FORCE ACAD HS,369,36,9.8,152,41.2,0,0,0,0,164,44.4,4,1.1,12,3.3,1,0.3,0,0,41.8284801,-87.63269989999999
610212,Albany Park,Albany Park Multicultural Academy,6290,Network 1,610212,Albany Park Middle,ALBANY PARK MIDDLE,280,12,4.3,16,5.7,0,0,0,0,217,77.5,3,1.1,32,11.4,0,0,0,0,41.9710949,-87.70946350000001
609774,Alcott ES,Louisa May Alcott Elementary School,2040,Network 4,609774,Alcott,ALCOTT,510,326,63.9,46,9,1,0.2,0,0,74,14.5,29,5.7,30,5.9,0,0,4,0.8,41.929482,-87.64608170000001
610524,Alcott HS,Alcott High School for the Humanities,8035,Network 4,610524,Alcott HS,ALCOTT HS,281,34,12.1,84,29.9,0,0,5,1.8,150,53.4,3,1.1,3,1.1,2,0.7,0,0,41.9356386,-87.6802788
609848,Aldridge,Ira F Aldridge Elementary School,2710,OS4,609848,Aldridge,ALDRIDGE,252,0,0,252,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.65733760000001,-87.6070331
400012,Amandla Chtr HS,Amandla Charter High School,2035,Charter,400012,Amandla Elementay Chrtr,AMANDLA ELEMENTAY CHRTR,354,1,0.3,344,97.2,0,0,0,0,2,0.6,1,0.3,0,0,0,0,6,1.7,41.7708441,-87.63258569999999
609780,Ames,Ames Middle School,2090,Network 4,609780,Ames Middle,AMES MIDDLE,542,0,0,26,4.8,0,0,1,0.2,509,93.9,3,0.6,3,0.6,0,0,0,0,41.91634930000001,-87.72232869999999
609695,Amundsen HS,Roald Amundsen High School,1210,Network 2,609695,Amundsen HS,AMUNDSEN HS,"1,266",129,10.2,138,10.9,1,0.1,6,0.5,787,62.2,8,0.6,185,14.6,5,0.4,7,0.6,41.9751493,-87.6799965
609951,Ariel,Ariel Elementary Community Academy,3640,Network 9,609951,Ariel,ARIEL,565,2,0.4,547,96.8,0,0,0,0,13,2.3,2,0.4,1,0.2,0,0,0,0,41.8111549,-87.59825889999999
609777,Armour,Phillip D Armour Elementary School,2070,Network 6,609777,Armour,ARMOUR,324,28,8.6,8,2.5,0,0,0,0,274,84.6,2,0.6,12,3.7,0,0,0,0,41.8340174,-87.64999089999999
609779,"Armstrong, G",George Armstrong International Studies ES,2080,Network 2,609779,Armstrong G.,ARMSTRONG G.,"1,444",111,7.7,414,28.7,0,0,11,0.8,627,43.4,28,1.9,251,17.4,1,0.1,1,0.1,42.01034689999999,-87.6850224
610287,Ashburn,Ashburn Community Elementary School,7100,Network 10,610287,Ashburn,ASHBURN,475,3,0.6,388,81.7,0,0,0,0,74,15.6,9,1.9,1,0.2,0,0,0,0,41.7423623,-87.7095047
610268,Ashe,Arthur R Ashe Elementary School,6900,OS4,610268,Ashe,ASHE,392,0,0,386,98.5,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,41.7400343,-87.6009832
400060,Asian Human Services Chtr - Passages,Asian Human Services - Passages Charter School,6850,Charter,400060,Passages Chrt,PASSAGES CHRT,440,25,5.7,215,48.9,2,0.5,3,0.7,91,20.7,24,5.5,73,16.6,4,0.9,3,0.7,41.9832766,-87.67123509999999
400013,Aspira Chtr - Early College HS,ASPIRA Charter - Early College,7803,Charter,400013,ASPIRA Chrt - Early College,ASPIRA CHRT - EARLY COLLEGE,568,4,0.7,14,2.5,0,0,3,0.5,538,94.7,0,0,5,0.9,0,0,4,0.7,41.9374637,-87.7267682
400017,Aspira Chtr - Haugan,ASPIRA Charter - Haugan Campus,3500,Charter,400017,ASPIRA Chrt - Haugan,ASPIRA CHRT - HAUGAN,565,12,2.1,18,3.2,0,0,5,0.9,508,89.9,6,1.1,14,2.5,1,0.2,1,0.2,41.96633509999999,-87.72183179999999
400015,Aspira Chtr - Ramirez HS,ASPIRA Charter - Mirta Ramirez Computer Science,7800,Charter,400015,ASPIRA Chrt - Ramirez,ASPIRA CHRT - RAMIREZ,166,5,3,14,8.4,0,0,1,0.6,146,88,0,0,0,0,0,0,0,0,41.9128678,-87.6964062
609781,Attucks,Crispus Attucks Elementary School,2100,Network 9,609781,Attucks,ATTUCKS,168,0,0,166,98.8,0,0,0,0,1,0.6,0,0,0,0,0,0,1,0.6,41.8024973,-87.6258326
609782,Audubon,John J Audubon Elementary School,2110,Network 4,609782,Audubon,AUDUBON,591,342,57.9,19,3.2,0,0,0,0,172,29.1,31,5.2,10,1.7,2,0.3,15,2.5,41.9453833,-87.6811506
400018,Austin Bus & Entrp HS,Austin Business and Entrepreneurship Academy HS,7020,Network 3,400018,Austin Bus & Entrp HS,AUSTIN BUS & ENTRP HS,186,0,0,186,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8851391,-87.7626951
610501,Austin Poly HS,Austin Polytechnical Academy High School,1065,Network 3,610501,Austin Poly Tech HS,AUSTIN POLY TECH HS,196,1,0.5,190,96.9,0,0,1,0.5,4,2,0,0,0,0,0,0,0,0,41.8851391,-87.7626951
609786,Avalon Park,Avalon Park Elementary School,2130,Network 12,609786,Avalon Park,AVALON PARK,308,1,0.3,302,98.1,0,0,1,0.3,3,1,1,0.3,0,0,0,0,0,0,41.7485087,-87.5911282
610544,Azuela,Mariano Azuela Elementary School,8660,Network 10,610544,Azuela,AZUELA,944,28,3,8,0.8,0,0,6,0.6,884,93.6,1,0.1,3,0.3,0,0,14,1.5,41.7711079,-87.7385027
610563,Back Of The Yards Ib HS,Back of the Yards IB HS,9623,Network 8,610563,Back of the Yards IB HS,BACK OF THE YARDS IB HS,281,6,2.1,9,3.2,0,0,1,0.4,248,88.3,0,0,17,6,0,0,0,0,41.80774359999999,-87.6776045
610555,Banner Academy West HS,Banner Academy West,8685,Options,610555,Banner West HS,BANNER WEST HS,296,0,0,283,95.6,0,0,0,0,7,2.4,5,1.7,0,0,0,0,1,0.3,41.909154,-87.7525802
609788,Barnard,Alice L Barnard Computer Math & Science Ctr ES,2150,OS4,609788,Barnard,BARNARD,301,1,0.3,288,95.7,0,0,0,0,6,2,4,1.3,1,0.3,1,0.3,0,0,41.7053141,-87.6585159
609789,Barry,John Barry Elementary School,2160,Network 4,609789,Barry,BARRY,831,13,1.6,10,1.2,0,0,1,0.1,791,95.2,7,0.8,9,1.1,0,0,0,0,41.9326996,-87.73987790000001
609790,Barton,Clara Barton Elementary School,2170,Network 11,609790,Barton,BARTON,591,2,0.3,584,98.8,0,0,0,0,4,0.7,1,0.2,0,0,0,0,0,0,41.7542839,-87.6711625
609791,Bass,Perkins Bass Elementary School,2180,Network 11,609791,Bass,BASS,566,0,0,552,97.5,0,0,2,0.4,11,1.9,0,0,0,0,1,0.2,0,0,41.7752089,-87.65402399999999
609792,Bateman,Newton Bateman Elementary School,2190,Network 1,609792,Bateman,BATEMAN,"1,036",94,9.1,26,2.5,0,0,6,0.6,833,80.4,4,0.4,38,3.7,1,0.1,34,3.3,41.958303,-87.7025531
610083,Beard,Daniel C Beard Elementary School,4950,Network 1,610083,Beard,BEARD,169,60,35.5,10,5.9,0,0,0,0,76,45,6,3.6,16,9.5,1,0.6,0,0,41.9699424,-87.7900097
610246,Beasley,Edward Beasley Elementary Magnet Academic Center,6660,Network 9,610246,Beasley Magnet,BEASLEY MAGNET,"1,403",0,0,"1,363",97.1,0,0,4,0.3,26,1.9,4,0.3,2,0.1,2,0.1,2,0.1,41.79846550000001,-87.6250506
609796,Beaubien,Jean Baptiste Beaubien Elementary School,2240,Network 1,609796,Beaubien,BEAUBIEN,"1,166",447,38.3,20,1.7,3,0.3,6,0.5,450,38.6,56,4.8,163,14,5,0.4,16,1.4,41.9719691,-87.75703999999999
610237,Beethoven,Ludwig Van Beethoven Elementary School,6540,Network 9,610237,Beethoven,BEETHOVEN,395,1,0.3,383,97,0,0,0,0,4,1,0,0,0,0,0,0,7,1.8,41.8091973,-87.62689449999999
609797,Beidler,Jacob Beidler Elementary School,2250,OS4,609797,Beidler,BEIDLER,463,0,0,452,97.6,0,0,1,0.2,9,1.9,1,0.2,0,0,0,0,0,0,41.8851931,-87.70540779999999
609798,Belding,Hiram H Belding Elementary School,2260,Network 1,609798,Belding,BELDING,606,206,34,43,7.1,0,0,4,0.7,299,49.3,12,2,31,5.1,8,1.3,3,0.5,41.958895,-87.733679
609799,Bell,Alexander Graham Bell Elementary School,2270,Network 4,609799,Bell,BELL,"1,048",640,61.1,22,2.1,0,0,5,0.5,230,21.9,80,7.6,65,6.2,4,0.4,2,0.2,41.9495311,-87.68662119999999
609922,Belmont-cragin,Belmont-Cragin Elementary School,3390,Network 3,609922,Belmont-Cragin,BELMONT-CRAGIN,587,17,2.9,24,4.1,0,0,4,0.7,535,91.1,3,0.5,2,0.3,2,0.3,0,0,41.9211855,-87.7581093
609800,Bennett,Frank I Bennett Elementary School,2280,Network 13,609800,Bennett,BENNETT,419,1,0.2,405,96.7,0,0,0,0,7,1.7,6,1.4,0,0,0,0,0,0,41.71052479999999,-87.6169857
610350,Black,Robert A Black Magnet Elementary School,7860,Network 12,610350,Black Magnet,BLACK MAGNET,474,0,0,453,95.6,0,0,0,0,5,1.1,2,0.4,0,0,0,0,14,3,41.729614,-87.576382
609803,Blaine,James G Blaine Elementary School,2300,Network 4,609803,Blaine,BLAINE,943,563,59.7,42,4.5,0,0,2,0.2,245,26,44,4.7,34,3.6,13,1.4,0,0,41.9509619,-87.664931
610087,Blair,Blair Early Childhood Center,4990,Network 10,610087,Blair,BLAIR,192,32,16.7,38,19.8,0,0,0,0,120,62.5,0,0,1,0.5,1,0.5,0,0,41.776342,-87.790536
609698,Bogan HS,William J Bogan High School,1230,OS4,609698,Bogan Tech HS,BOGAN TECH HS,"1,115",26,2.3,538,48.3,0,0,10,0.9,533,47.8,7,0.6,1,0.1,0,0,0,0,41.7492235,-87.720959
610238,Bond,Carrie Jacobs Bond Elementary School,6550,Network 11,610238,Bond,BOND,420,1,0.2,413,98.3,0,0,0,0,6,1.4,0,0,0,0,0,0,0,0,41.765743,-87.65377000000001
609804,Boone,Daniel Boone Elementary School,2320,Network 2,609804,Boone,BOONE,805,176,21.9,82,10.2,0,0,3,0.4,364,45.2,9,1.1,169,21,1,0.1,1,0.1,42.0039664,-87.6979523
609815,Bouchet,Edward A Bouchet Math & Science Academy ES,2430,Network 12,609815,Bouchet,BOUCHET,686,0,0,681,99.3,0,0,0,0,2,0.3,3,0.4,0,0,0,0,0,0,41.7613022,-87.5761752
610323,Bowen HS,Bowen High School,7540,OS4,610323,New Millenium HS,NEW MILLENIUM HS,464,2,0.4,362,78,0,0,3,0.6,93,20,4,0.9,0,0,0,0,0,0,41.734564,-87.557508
609806,Bradwell,Myra Bradwell Communications Arts & Sciences ES,2340,AUSL,609806,Bradwell,BRADWELL,834,4,0.5,817,98,0,0,1,0.1,9,1.1,3,0.4,0,0,0,0,0,0,41.7548658,-87.55777669999999
610242,Brennemann,Joseph Brennemann Elementary School,6600,Network 2,610242,Brennemann,BRENNEMANN,502,16,3.2,315,62.7,0,0,1,0.2,136,27.1,10,2,22,4.4,1,0.2,1,0.2,41.9600422,-87.6492392
609809,Brentano,Lorenz Brentano Math & Science Academy ES,2370,OS4,609809,Brentano,BRENTANO,411,20,4.9,18,4.4,0,0,1,0.2,355,86.4,2,0.5,1,0.2,0,0,14,3.4,41.9310377,-87.69608029999999
609810,Bridge,Norman A Bridge Elementary School,2380,Network 1,609810,Bridge,BRIDGE,"1,049",532,50.7,8,0.8,0,0,1,0.1,461,43.9,19,1.8,27,2.6,1,0.1,0,0,41.9499149,-87.7993505
610566,Bridgescape Academy Of North Lawndale,Magic Johnson Bridgescape Academy North Lawndale,9631,Options,610566,MJ Bridgescape - Nth Lawndale HS,MJ BRIDGESCAPE - NTH LAWNDALE HS,138,0,0,121,87.7,0,0,0,0,16,11.6,0,0,0,0,0,0,1,0.7,41.867589,-87.706661
610567,Bridgescape Academy Of South Shore,Magic Johnson Bridgescape Academy South Shore,9632,,,,,,,,,,,,,,,,,,,,,,,,,
609811,Bright,Orville T Bright Elementary School,2390,Network 13,609811,Bright,BRIGHT,290,1,0.3,200,69,0,0,0,0,89,30.7,0,0,0,0,0,0,0,0,41.700046,-87.562815
610317,Brighton Park,Brighton Park Elementary School,7470,Network 8,610317,Brighton Park,BRIGHTON PARK,593,9,1.5,5,0.8,0,0,2,0.3,571,96.3,2,0.3,4,0.7,0,0,0,0,41.8239728,-87.6917543
610381,Bronzeville HS,Bronzeville Scholastic Academy High School,7270,OS4,610381,Bronzeville Mil HS,BRONZEVILLE MIL HS,516,0,0,508,98.4,0,0,0,0,5,1,1,0.2,1,0.2,1,0.2,0,0,41.8045878,-87.6247619
400019,Bronzeville Lthouse Chtr Campus,Bronzeville Lighthouse Charter Elementary School,3990,Charter,400019,Bronzeville LH Chrt,BRONZEVILLE LH CHRT,488,0,0,477,97.7,0,0,0,0,2,0.4,1,0.2,1,0.2,0,0,7,1.4,41.8194509,-87.6269813
609726,Brooks HS,Gwendolyn Brooks College Preparatory Academy HS,1500,Network 13,609726,Brooks CPHS,BROOKS CPHS,783,6,0.8,663,84.7,0,0,2,0.3,101,12.9,9,1.1,1,0.1,0,0,1,0.1,41.6940693,-87.6158744
610091,"Brown, R",Ronald Brown Elementary Community Academy,5040,Network 13,610091,Brown R.,BROWN R.,292,0,0,288,98.6,0,0,0,0,4,1.4,0,0,0,0,0,0,0,0,41.6648631,-87.6386967
609812,"Brown, W",William H Brown Elementary School,2400,OS4,609812,Brown W.,BROWN W.,224,0,0,216,96.4,0,0,2,0.9,5,2.2,0,0,1,0.4,0,0,0,0,41.882633,-87.6705831
609813,Brownell,Charles S Brownell Elementary School,2410,Network 12,609813,Brownell,BROWNELL,261,0,0,260,99.6,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,41.7715893,-87.62140649999999
609830,Brunson,Milton Brunson Math & Science Specialty ES,2550,Network 3,609830,Brunson,BRUNSON,645,1,0.2,613,95,0,0,1,0.2,25,3.9,1,0.2,0,0,0,0,4,0.6,41.897651,-87.7658702
609817,Budlong,Lyman A Budlong Elementary School,2440,Network 2,609817,Budlong,BUDLONG,874,222,25.4,52,5.9,0,0,5,0.6,393,45,20,2.3,172,19.7,1,0.1,9,1,41.9753187,-87.6968823
609818,Burbank,Luther Burbank Elementary School,2450,Network 3,609818,Burbank,BURBANK,955,14,1.5,52,5.4,0,0,5,0.5,875,91.6,4,0.4,2,0.2,3,0.3,0,0,41.9175247,-87.7819925
609819,Burke,Edmond Burke Elementary School,2460,OS4,609819,Burke,BURKE,369,0,0,365,98.9,0,0,1,0.3,2,0.5,1,0.3,0,0,0,0,0,0,41.7970776,-87.6160457
609820,Burley,Augustus H Burley Elementary School,2470,Network 4,609820,Burley,BURLEY,550,309,56.2,15,2.7,0,0,3,0.5,153,27.8,33,6,37,6.7,0,0,0,0,41.9380961,-87.6698682
609821,Burnham,Burnham Elementary Inclusive Academy,2480,Network 13,609821,Burnham,BURNHAM,581,0,0,567,97.6,0,0,0,0,9,1.5,3,0.5,1,0.2,1,0.2,0,0,41.7145593,-87.5673772
609827,Burnside,Burnside Elementary Scholastic Academy,2520,Network 12,609827,Burnside Magnet,BURNSIDE MAGNET,679,1,0.1,663,97.6,0,0,1,0.1,11,1.6,3,0.4,0,0,0,0,0,0,41.7286605,-87.6076788
609828,Burr,Jonathan Burr Elementary School,2530,Network 6,609828,Burr,BURR,388,143,36.9,35,9,0,0,0,0,189,48.7,15,3.9,5,1.3,1,0.3,0,0,41.91212700000001,-87.6686796
609829,Burroughs,John C Burroughs Elementary School,2540,Network 8,609829,Burroughs,BURROUGHS,519,19,3.7,4,0.8,0,0,0,0,493,95,0,0,2,0.4,0,0,1,0.2,41.8288647,-87.69269919999999
609832,Byrne,Michael M Byrne Elementary School,2570,Network 10,609832,Byrne,BYRNE,671,270,40.2,6,0.9,0,0,1,0.1,390,58.1,3,0.4,0,0,0,0,1,0.1,41.79486319999999,-87.7912144
609833,Caldwell,Charles P Caldwell Academy of Math & Science ES,2580,Network 12,609833,Caldwell,CALDWELL,283,0,0,276,97.5,0,0,1,0.4,2,0.7,4,1.4,0,0,0,0,0,0,41.7392845,-87.5815346
610353,Calmeca,Calmeca Academy of Fine Arts and Dual Language,7880,Network 8,610353,McKinley Park,MCKINLEY PARK,811,9,1.1,11,1.4,0,0,3,0.4,733,90.4,2,0.2,15,1.8,0,0,38,4.7,41.8245538,-87.71140009999999
610565,Camelot - Excel Academy Of Englewood,Excel Academy of Englewood,9630,Options,610565,EXCEL Acad Englewood Hs,EXCEL ACAD ENGLEWOOD HS,259,0,0,254,98.1,0,0,0,0,3,1.2,2,0.8,0,0,0,0,0,0,41.7636438,-87.6489991
610572,Camelot - Safe School Program ES,Camelot Safe Academy Elementary,9637,Options,610572,Camelot Academy ES,CAMELOT ACADEMY ES,21,0,0,20,95.2,0,0,0,0,1,4.8,0,0,0,0,0,0,0,0,41.7527183,-87.5510144
610573,Camelot - Safe School Program HS,Camelot Safe Academy High School,9638,Options,610573,Camelot Academy HS,CAMELOT ACADEMY HS,16,0,0,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7527183,-87.5510144
609835,Cameron,Daniel R Cameron Elementary School,2610,Network 5,609835,Cameron,CAMERON,811,5,0.6,291,35.9,0,0,0,0,507,62.5,5,0.6,0,0,0,0,3,0.4,41.9040722,-87.7182183
610539,Camras,Marvin Camras Elementary School,8600,Network 3,610539,Camras,CAMRAS,"1,001",56,5.6,9,0.9,0,0,9,0.9,906,90.5,6,0.6,15,1.5,0,0,0,0,41.9348934,-87.7700349
610018,Canter,Miriam G Canter Middle School,4260,,,,,,,,,,,,,,,,,,,,,,,,,
609836,Canty,Arthur E Canty Elementary School,2620,Network 1,609836,Canty,CANTY,812,442,54.4,8,1,0,0,1,0.1,302,37.2,25,3.1,33,4.1,1,0.1,0,0,41.9480675,-87.82976459999999
610024,Cardenas,Lazaro Cardenas Elementary School,4320,Network 7,610024,Cardenas,CARDENAS,713,4,0.6,29,4.1,0,0,0,0,680,95.4,0,0,0,0,0,0,0,0,41.8482581,-87.71589159999999
609837,Carnegie,Andrew Carnegie Elementary School,2630,OS4,609837,Carnegie,CARNEGIE,669,8,1.2,653,97.6,0,0,0,0,5,0.7,2,0.3,0,0,1,0.1,0,0,41.7832793,-87.59106659999999
609839,Carroll,Carroll-Rosenwald Specialty Elementary School,2650,Network 10,609839,Carroll,CARROLL,533,0,0,513,96.2,0,0,0,0,17,3.2,2,0.4,0,0,1,0.2,0,0,41.7421281,-87.6968203
609842,Carson,Rachel Carson Elementary School,2660,Network 8,609842,Carson,CARSON,"1,222",2,0.2,41,3.4,0,0,8,0.7,"1,170",95.7,0,0,0,0,0,0,1,0.1,41.793112,-87.687934
609844,Carter,William W Carter Elementary School,2670,AUSL,609844,Carter,CARTER,439,0,0,429,97.7,0,0,0,0,10,2.3,0,0,0,0,0,0,0,0,41.7899955,-87.62237089999999
609845,"Carver , G",George Washington Carver Primary School,2690,OS4,609845,Carver Elementary,CARVER ELEMENTARY,507,3,0.6,499,98.4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,41.653758,-87.5998011
609760,Carver Military,George Washington Carver Military Academy HS,1850,Military,609760,Carver Mil Acad HS,CARVER MIL ACAD HS,529,2,0.4,254,48,0,0,1,0.2,270,51,2,0.4,0,0,0,0,0,0,41.6590217,-87.58372659999999
610021,Casals,Pablo Casals Elementary School,4290,AUSL,610021,Casals,CASALS,468,4,0.9,238,50.9,0,0,0,0,224,47.9,2,0.4,0,0,0,0,0,0,41.90404179999999,-87.71457550000001
609849,Cassell,George F Cassell Elementary School,2720,Network 10,609849,Cassell,CASSELL,367,283,77.1,34,9.3,0,0,2,0.5,40,10.9,5,1.4,3,0.8,0,0,0,0,41.6874239,-87.70391350000001
609826,Castellanos,Rosario Castellanos Elementary School,2510,Network 7,609826,Castellanos,CASTELLANOS,586,1,0.2,29,4.9,0,0,1,0.2,555,94.7,0,0,0,0,0,0,0,0,41.8455301,-87.7148448
400021,Catalyst Chtr - Circle Rock,Catalyst Elementary School - Circle Rock,4371,Charter,400021,Catalyst Chtr -Circle Rock,CATALYST CHTR -CIRCLE ROCK,521,0,0,438,84.1,0,0,1,0.2,1,0.2,2,0.4,0,0,0,0,79,15.2,41.8823875,-87.76545449999999
400020,Catalyst Chtr - Howland,Catalyst Charter ES - Howland,4370,Charter,400020,Catalyst Chrt - Howland,CATALYST CHRT - HOWLAND,472,0,0,422,89.4,0,0,1,0.2,11,2.3,0,0,0,0,0,0,38,8.1,41.8572115,-87.707832
400115,Catalyst Chtr - Maria,Catalyst-Maria Charter School,9032,Charter,400115,Catalyst Chrt - Maria,CATALYST CHRT - MARIA,832,8,1,380,45.7,0,0,3,0.4,378,45.4,5,0.6,0,0,0,0,58,7,41.77128020000001,-87.6931788
610251,Cather,Willa Cather Elementary School,6730,Network 5,610251,Cather,CATHER,451,0,0,442,98,0,0,0,0,9,2,0,0,0,0,0,0,0,0,41.8832454,-87.6993324
609851,Chalmers,Thomas Chalmers Specialty Elementary School,2740,AUSL,609851,Chalmers,CHALMERS,406,1,0.2,386,95.1,0,0,0,0,15,3.7,4,1,0,0,0,0,0,0,41.86649999999999,-87.69526169999999
609852,Chappell,Eliza Chappell Elementary School,2750,Network 2,609852,Chappell,CHAPPELL,551,73,13.2,28,5.1,0,0,7,1.3,343,62.3,21,3.8,78,14.2,0,0,1,0.2,41.9746782,-87.6832515
609853,Chase,Salmon P Chase Elementary School,2760,Network 4,609853,Chase,CHASE,498,14,2.8,11,2.2,0,0,1,0.2,467,93.8,2,0.4,1,0.2,0,0,2,0.4,41.9181414,-87.6943248
610148,Chavez,Cesar E Chavez Multicultural Academic Center ES,5640,Network 8,610148,Chavez,CHAVEZ,947,9,1,34,3.6,0,0,4,0.4,899,94.9,1,0.1,0,0,0,0,0,0,41.8073353,-87.6656974
610248,Chgo Acad ES,Chicago Academy Elementary School,6670,AUSL,610248,Chicago Acad,CHICAGO ACAD,600,152,25.3,28,4.7,0,0,2,0.3,387,64.5,12,2,16,2.7,3,0.5,0,0,41.94296689999999,-87.7769852
610340,Chgo Acad HS,Chicago Academy High School,7770,AUSL,610340,Chicago Acad HS,CHICAGO ACAD HS,518,112,21.6,89,17.2,0,0,3,0.6,284,54.8,7,1.4,22,4.2,1,0.2,0,0,41.94296689999999,-87.7769852
609753,Chgo Agr HS,Chicago High School for Agricultural Sciences,1790,Network 10,609753,Chicago Agr Sci HS,CHICAGO AGR SCI HS,651,199,30.6,275,42.2,0,0,2,0.3,152,23.3,17,2.6,3,0.5,0,0,3,0.5,41.6880836,-87.7179871
400022,Chgo Arts Contr HS,Chicago High School for the Arts,8047,Contract,400022,Chicago Arts HS,CHICAGO ARTS HS,575,69,12,306,53.2,2,0.3,1,0.2,135,23.5,19,3.3,7,1.2,1,0.2,35,6.1,41.89930469999999,-87.6948322
400035,Chgo Math & Sci Acad Campus HS,Chicago Math and Science Academy High School,7940,Charter,400035,Chgo Math/Sci Chtr,CHGO MATH/SCI CHTR,606,24,4,164,27.1,1,0.2,4,0.7,340,56.1,10,1.7,62,10.2,1,0.2,0,0,42.0134245,-87.6751427
609754,Chgo Military Acad HS,Chicago Military Academy High School,1800,Military,609754,Chicago Mil Acad HS,CHICAGO MIL ACAD HS,405,7,1.7,312,77,0,0,1,0.2,78,19.3,6,1.5,0,0,0,0,1,0.2,41.8300966,-87.619287
400093,Chgo Talent Chtr HS,Chicago Talent Development HS,8053,,,,,,,,,,,,,,,,,,,,,,,,,
,Chicago Collegiate Chtr School,Chicago Charter Collegiate HS,9618,,,,,,,,,,,,,,,,,,,,,,,,,
400147,Chicago Excel Contr Acad,Chicago Excel Academy,9066,Contract,400147,Chicago Excel Acad,CHICAGO EXCEL ACAD,375,3,0.8,360,96,0,0,0,0,11,2.9,0,0,0,0,1,0.3,0,0,41.6921971,-87.65437949999999
400113,Chicago Quest North,Chicago Intl Charter - Chicago Quest North,8672,Charter,400113,CICS - Chgo Quest North,CICS - CHGO QUEST NORTH,379,21,5.5,238,62.8,0,0,1,0.3,101,26.6,9,2.4,5,1.3,1,0.3,3,0.8,41.9074607,-87.6455106
400091,Chicago Tech Academy,Chicago Technology Academy High School,8022,Contract,400091,Chicago Adv Tech Acad HS,CHICAGO ADV TECH ACAD HS,387,10,2.6,271,70,0,0,2,0.5,96,24.8,0,0,7,1.8,0,0,1,0.3,41.8631989,-87.65934179999999
400036,Chicago Virtual Chtr Campus HS,Chicago Virtual Charter High School,7700,Charter,400036,Chicago Virtual Chtr,CHICAGO VIRTUAL CHTR,690,118,17.1,373,54.1,2,0.3,2,0.3,109,15.8,31,4.5,51,7.4,1,0.1,3,0.4,41.8809778,-87.65001889999999
609674,Chicago Vocational HS,Chicago Vocational Career Academy High School,1010,OS4,609674,Chicago Voc HS,CHICAGO VOC HS,990,0,0,974,98.4,0,0,0,0,12,1.2,4,0.4,0,0,0,0,0,0,41.7369592,-87.57314769999999
609854,Chopin,Frederic Chopin Elementary School,2770,Network 5,609854,Chopin,CHOPIN,594,35,5.9,120,20.2,0,0,4,0.7,416,70,6,1,4,0.7,1,0.2,8,1.3,41.8970556,-87.6885276
609855,Christopher,Walter S Christopher Elementary School,2780,Network 8,609855,Christopher,CHRISTOPHER,360,23,6.4,92,25.6,0,0,2,0.6,240,66.7,0,0,0,0,0,0,3,0.8,41.8016584,-87.6856696
400159,Christopher House Chtr School,Christopher Charter House ES,9616,Charter,400159,Christopher Hse Chtr,CHRISTOPHER HSE CHTR,95,1,1.1,5,5.3,0,0,0,0,77,81.1,0,0,1,1.1,0,0,11,11.6,41.9222473,-87.7573948
400023,Cics - Avalon /so Shore,Chicago Intl Charter - Avalon / South Shore,6580,Charter,400023,CICS - Avalon/So Shore,CICS - AVALON/SO SHORE,418,2,0.5,411,98.3,0,0,0,0,2,0.5,0,0,0,0,0,0,3,0.7,41.7428973,-87.5877066
400024,Cics - Basil,Chicago Intl Charter - Basil,7130,Charter,400024,CICS- Basil,CICS- BASIL,704,1,0.1,630,89.5,0,0,0,0,67,9.5,1,0.1,2,0.3,0,0,3,0.4,41.7941734,-87.6700657
400025,Cics - Bucktown,Chicago Intl Charter - Bucktown,4910,Charter,400025,CICS - Bucktown,CICS - BUCKTOWN,674,16,2.4,92,13.6,0,0,4,0.6,552,81.9,6,0.9,1,0.1,1,0.1,2,0.3,41.92251419999999,-87.68095149999999
